id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
55c485f37ada4ff0b7a0da6ab3d473cd,njacks13,2019-08-29 16:41:58,2025-11-24 21:50:57,Place-making in Downtown Montgomery,Web Mapping Application,"This interactive map features Downtown Montgomery's diverse, delightful, engaging and uniquely profound public places.","Story Map,Economic and Community Development,Developers,Residents","This interactive map features Downtown Montgomery's diverse, delightful, engaging and uniquely profound public places.",/Categories/Planning and Development,Placer.ai,,en-us,https://citymgm.maps.arcgis.com/apps/MapTour/index.html?appid=55c485f37ada4ff0b7a0da6ab3d473cd,public,,City of Montgomery ArcGIS Online,"-86.3254,32.3683,-86.293,32.3835",
e464ac3720e942b8b6d1794514066b1f,hnam-gis,2025-02-19 17:15:12,2025-11-14 18:05:55,Construction Permit,Web Experience,"Update Frequency: Bi-Weekly Usage: This tool is valuable for contractors, developers, and residents seeking information on construction activity. It supports urban planning, real estate investment, and community development efforts.","Inspections Department,Developers","This interactive application provides insights into construction permits issued within the City of Montgomery, offering a detailed look at ongoing and completed development projects.

",/Categories/Planning and Development,Placer.ai,,en-us,https://experience.arcgis.com/experience/e464ac3720e942b8b6d1794514066b1f,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
ebd5bd8832b04ce8b87a5accfc3b1526,azhang_citymgm,2025-07-24 15:44:15,2025-11-04 13:55:10,Daily Population Trends,Feature Service,Update Frequency: Monthly Data Source: Placer.ai,"Developers,Economic and Community Development","This table shows the number of residents, inbound commuters, and out-of-market visitors in Montgomery every day of the current and previous year.",/Categories/Planning and Development,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Daily_Population_Trends/FeatureServer,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
dda20bc709e6408cbc7c39a083748d3b,azhang_citymgm,2025-07-23 21:14:52,2025-11-03 14:58:03,Most Visited Locations,Feature Service,Update Frequency: Monthly Data Source: Placer.ai,"Developers,Economic and Community Development","A list of the most visited locations in Montgomery over the past month, including addresses, number of visits, and location category.",/Categories/Planning and Development,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Most_Visited_Locations/FeatureServer,public,,City of Montgomery ArcGIS Online,"-86.39505768,32.28302002,-86.13108063,32.40252304",
df0e68e8fbd04fdc8be1adc6aa46213b,njacks13,2025-02-24 15:25:18,2025-11-03 14:01:26,Downtown Parking,Web Experience,"Update Frequency: Continuously updated Usage: This tool is valuable for city planners, business owners, and residents interested in parking management and revenue allocation. It supports urban planning, transportation strategies, and financial transparency.","Finance Department,Residents,Visitors","This interactive application shows public parking locations and provides data on parking meter revenue the City of Montgomery's downtown area, offering insights into parking trends and usage.

",/Categories/Transportation,Placer.ai,,en-us,https://experience.arcgis.com/experience/df0e68e8fbd04fdc8be1adc6aa46213b,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
f017fc99b20c41a0af6d01fc2d613208,AmyCBenefield,2017-09-12 19:45:46,2025-10-14 14:13:54,Sanitation Schedules and Information,Web Mapping Application,"The Sanitary Schedule and Information story map is designed to offer citizens an overview of curbside garbage and trash collection schedules for regular and holiday pickup, bulk trash drop-off dates and locations, information about the North Montgomery Sanitary Landfill, and options for recycling in Montgomery, Alabama.","Story Map,Residents,Public Works","This interactive application shows garbage & trash schedules, drop-off locations, and recycling.",/Categories/Recreation and Culture,City of Montgomery GIS Database; Montgomery Sanitation Department,,en-us,https://citymgm.maps.arcgis.com/apps/MapSeries/index.html?appid=f017fc99b20c41a0af6d01fc2d613208,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
989599339fed43138248fb799625ad8c,njacks13,2025-02-25 14:34:04,2025-10-06 15:52:48,311 Service Requests,Web Experience,Update Frequency: Continuously updated,"Neighborhood Services Department,Residents",This interactive application shows submitted 311 service requests. ,/Categories/City Services,Placer.ai,,en-us,https://experience.arcgis.com/experience/989599339fed43138248fb799625ad8c,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
0a32de348e314c8abf20a4e0f63142d9,hnam-gis,2025-02-21 20:05:52,2025-10-06 15:48:54,Business License,Web Experience,"Update Frequency: Continuously updated Usage: This tool is useful for entrepreneurs, researchers, and community members interested in business activity across the city. It supports market research, economic development, and local business engagement.","Finance Department,Developers","This interactive application allows users to explore business licenses issued within the City of Montgomery, providing insights into the local business landscape.",/Categories/Planning and Development,Placer.ai,,en-us,https://experience.arcgis.com/experience/0a32de348e314c8abf20a4e0f63142d9,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
fa25d381ab7246bbb166e0a9f8ad1db2,njacks13,2022-03-08 15:52:36,2025-09-11 21:02:46,Zoning Lookup,Web Mapping Application,"An application for zoning lookup. By typing an address into the search bar, the results show the zoning information, parcel information, council district, and neighborhood information.","Developers,Planning Department,Land Use Division","This interactive application shows zoning, parcel, council district, and neighborhood information for any given address.",/Categories/Planning and Development,Placer.ai,,en-us,https://citymgm.maps.arcgis.com/apps/instant/lookup/index.html?appid=fa25d381ab7246bbb166e0a9f8ad1db2,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
f117bc7518814bb9aa7c5669025eecd2,njacks13,2025-09-09 13:11:44,2025-09-09 17:19:01,Montgomery Historic Preservation Map,Web Map,Update Frequency: Continuously updated,"Alabama Historical Commission,Architectural History,Historic Preservation,Historic Tax Credit,National Register of Historic Places,Alabama Register of Landmarks and Heritage,Historically African-American School",This map represents data from the various programs of the Historic Preservation Division of the Alabama Historical Commission within the City of Montgomery,/Categories/Recreation and Culture,Placer.ai,,en-us,http://gis.montgomeryal.gov/gisviewer/,public,,City of Montgomery ArcGIS Online,"-86.45196359729715,32.263754389792055,-86.10143106555932,32.43994838791082",
4333fa48215e46dcb429e3f37119d991,njacks13,2025-09-09 16:13:29,2025-09-09 17:17:08,Montgomery Historic Preservation Map,Web Mapping Application,Update Frequency: Continuously updated,"Alabama Historical Commission,Architectural History,Historic Preservation,Historic Tax Credit,National Register of Historic Places,Alabama Register of Landmarks and Heritage,Historically African-American School",This interactive map displays data from the various programs of the Historic Preservation Division of the Alabama Historical Commission for the City of Montgomery.,/Categories/Recreation and Culture,Placer.ai,,en-us,https://citymgm.maps.arcgis.com/apps/instant/interactivelegend/index.html?appid=4333fa48215e46dcb429e3f37119d991,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
1dce55228002411ba308638a11bdb813,njacks13,2025-02-24 14:37:52,2025-08-29 15:41:11,Downtown Parking,Feature Service,"Update Frequency: Monthly Usage: You can explore various layers related to parking information, including parking kiosks, kiosk spaces, parking decks, parking zones, parking beats, and parking meter revenue.","Finance Department,Residents,Visitors",This dataset contains information related to parking in downtown Montgomery.,/Categories/Planning and Development,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Parking_Meters/FeatureServer,public,,City of Montgomery ArcGIS Online,"-86.31523583727072,32.37007221555438,-86.29483256297814,32.3822262591074",
480198ffe035473895a7b849fa905c0d,hnam-gis,2025-02-20 20:47:21,2025-08-21 13:44:00,Environmental Nuisance,Web Experience,"Update Frequency: Continuously updated Usage: This tool is useful for residents, city officials, and environmental advocates looking to identify and resolve concerns such as illegal dumping, pollution, and other environmental hazards. It supports sustainability efforts and community well-being.","Residents,Inspections Department","This interactive application tracks environmental nuisance reports within the City of Montgomery, helping to monitor and address issues affecting public health and quality of life.

",/Categories/Public Health,Placer.ai,,en-us,https://experience.arcgis.com/experience/480198ffe035473895a7b849fa905c0d,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
e2472633667b47b385fe22739b7afe2f,AmyCBenefield,2018-05-25 18:37:48,2025-08-11 13:14:35,Mosquito Spraying,Web Mapping Application,"The Mosquito Spray Schedule story map offers the public visual insight for which areas of the City will be sprayed on a nightly basis.  The story map is updated weekly due to the changing schedule of the districts coverage.  If it is not updated the week you look at it, I must be on vacation.  Wear bug spray, and check back the following week for updates.","Story Map,Public Works,Residents",This interactive application shows mosquito spray districts and the weekly spray schedule for the City of Montgomery.,/Categories/City Services,"City of Montgomery GIS Database;
City of Montgomery Maintenance Department",,en-us,https://citymgm.maps.arcgis.com/apps/MapSeries/index.html?appid=e2472633667b47b385fe22739b7afe2f,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
96a494d436c24a66821dac6792cd12f9,azhang_citymgm,2025-06-12 12:56:53,2025-08-08 19:52:21,911 Calls,Web Experience,Update Frequency: Monthly,"Emergency Communications Department,Residents",This interactive application provides information about 911 calls received within the city.,/Categories/Public Safety,Placer.ai,,en-us,https://experience.arcgis.com/experience/96a494d436c24a66821dac6792cd12f9,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
55b4ca274b5749bab24096afb093a7c1,njacks13,2025-02-27 14:07:17,2025-08-08 19:25:25,Maintained Ditches,Web Experience,"Update Frequency: Continuously updated Usage: This tool is useful for residents, city officials, and urban planners to monitor drainage infrastructure, prevent flooding, and support maintenance efforts for a resilient community.","Developers,Economic and Community Development","This interactive application provides information on ditches maintained by the City of Montgomery, ensuring proper drainage and flood prevention.

",/Categories/City Services,Placer.ai,,en-us,https://experience.arcgis.com/experience/55b4ca274b5749bab24096afb093a7c1,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
9b52741f117e40dea059575190b30b38,CityMGM_AGO,2013-10-02 20:03:31,2025-08-08 18:34:15,Montgomery GIS Viewer,Web Mapping Application,"The City of Montgomery GIS Web Viewer provides a glimpse into the GIS data available for Montgomery, Alabama. Managed by the City of Montgomery's GIS Division, with cooperation from the Montgomery County Appraiser's Office, this application provides data discovery and mapping to the public. A user can search for a location by address, parcel number, or owner name. One can find parcel information, zoning, economic and tax incentive zones, city council districts, and more.","Residents,Developers",GIS Viewer for the City of Montgomery,/Categories/General Information,"City of Montgomery GIS Division; Geographic Information Services, Inc.; and Montgomery County Appraiser's Office",,en-us,http://gis.montgomeryal.gov/gisviewer/,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
fc5a0ef183ea4d8aa7a09fb859e54240,njacks13,2020-04-15 15:35:29,2025-08-08 18:31:34,Address Lookup & Council District Finder,Web Mapping Application,Update Frequency: Continuously updated,Residents,This interactive application allows users to search for an address and identify the corresponding council district and representative.,/Categories/General Information,Placer.ai,,en-us,https://citymgm.maps.arcgis.com/apps/webappviewer/index.html?id=fc5a0ef183ea4d8aa7a09fb859e54240,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
f81a2ad43a774ffcb799e73a33537b56,chris.williams_gis,2019-01-09 16:28:44,2025-08-08 18:30:06,Infrastructure Improvement Projects 2025,Web Mapping Application,"Seri es map detailing the expenditure of Capital Improvement funds in the City of Montgomery.  This map series is broken down into tabs based on project type (i.e. Roadway, Bridge, Sidewalk, Lighting, and Parks & Recreation facilities projects).  Each project description includes location, scope, estimated completion dates for certain phases, available funds, and project cost breakdowns.  Also included are links to drawings and street views. Completed projects remain in the series for approximately 6 months after construction is complete.","Capital Improvement Projects,Roadway Projects,Bridge Projects,Sidewalk Projects,Lighting Projects,Public Works,Parks & Recreation",This interactive map series details Infrastructure Improvement Projects in the City of Montgomery.,/Categories/Transportation,"City of Montgomery, GIS Division;
City of Montgomery, Public Works Director;
City of Montgomery, Engineering Department.",,en-us,https://citymgm.maps.arcgis.com/apps/MapSeries/index.html?appid=f81a2ad43a774ffcb799e73a33537b56,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
00239456622f4a659e8222ca1cddce4e,hnam-gis,2024-12-02 20:31:34,2025-08-08 14:28:02,Transportation Improvement Program (TIP),Web Experience,"The Transportation Improvement Program (TIP) is a list of transportation projects developed by the Montgomery Metropolitan Planning Organization (MPO), a 17-member group with elected representatives from the Alabama Department of Transportation. Update Frequency: Continuously updated","Story Map,Montgomery Metropolitan Planning Organization,Residents","This interactive application lets users explore construction, preliminary engineering, right of way, utilities relocation, and special projects included in the Transportation Improvement Program.",/Categories/Planning and Development,Placer.ai,,en-us,https://experience.arcgis.com/experience/00239456622f4a659e8222ca1cddce4e/,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
f95fea6ac3484bd0bc4b21315b384e29,azhang_citymgm,2025-08-01 13:16:14,2025-08-08 14:27:30,Traffic Engineering,Web Experience,Update Frequency: Continuously updated,"Residents,Traffic Engineering","This interactive dashboard gives insights into the Traffic Engineering Department's work maintaining, upgrading, and adding street lights, road markings, traffic signage, and traffic signals in the City of Montgomery.",/Categories/Planning and Development,Placer.ai,,en-us,https://experience.arcgis.com/experience/f95fea6ac3484bd0bc4b21315b384e29,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
c0c056626bd449cba2c078f5c49c2650,hnam-gis,2025-03-25 15:55:09,2025-08-08 14:27:11,theM Transit,Document Link,"The fixed route system averages 2000 trips daily (more than 700,000 trips annually) over approximately 2500 daily route miles. Thirty-four buses serve fourteen(14) fixed routes between the hours of 5:00 a.m. and 9:00 p.m. Monday through Friday and Saturday 7:30 a.m. until 6:30 p.m.","Developers,Economic and Community Development",the M provides fixed route and paratransit service within city limits of Montgomery Alabama. ,/Categories/Transportation,Placer.ai,,en-us,https://themtransit.com,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
a1d91d0b610f4b83a131dddc284ba557,hnam-gis,2025-02-26 16:01:48,2025-08-08 14:22:58,Point of Interest,Web Experience,"Update Frequency: Continuously updated Usage: This tool is useful for residents, tourists, and urban planners looking to discover notable sites, support tourism, and enhance community engagement.","Developers,Economic and Community Development","This interactive application highlights key locations across the City of Montgomery, including landmarks, recreational areas, and community hubs, making it easy to explore what the city has to offer.

",/Categories/Recreation and Culture,Placer.ai,,en-us,https://experience.arcgis.com/experience/a1d91d0b610f4b83a131dddc284ba557,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
d85bf8dbb1e74af0b22dc1b3c22edab0,njacks13,2020-02-25 21:28:35,2025-08-08 14:20:03,EMA Weather Updates,Web Mapping Application,"Update Frequency: Continuously updated Usage: This tool is essential for residents, emergency responders, and city officials to track weather conditions, plan for potential hazards, and enhance community safety during severe weather incidents.","Emergency Management Agency,Residents","This interactive application provides real-time weather alerts and emergency updates from the Montgomery Emergency Management Agency (EMA), helping residents stay informed and prepared for severe weather events.

",/Categories/Public Safety,Placer.ai,,en-us,https://citymgm.maps.arcgis.com/apps/webappviewer/index.html?id=d85bf8dbb1e74af0b22dc1b3c22edab0,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
4896d35505644a4e9cdbe6978dc41c0f,njacks13,2025-03-31 17:29:48,2025-08-08 13:31:04,Flood Zone Lookup,Web Mapping Application,"Key features include:

Search by address or parcel to quickly locate flood zone status.

Map visualization of FEMA-designated flood zones including high-risk and moderate-to-low risk areas.

Overlay options for city limits, parcels, and other relevant geographic data.

Useful for property development, insurance purposes, emergency planning, and risk assessmen", City of Montgomery,"This interactive dashboard allows users to search and explore flood zone designations across Montgomery, Alabama. Residents, developers, and planners can easily check whether a specific property or area is located within a designated FEMA flood zone.",/Categories/Public Safety,Placer.ai,,en-us,https://citymgm.maps.arcgis.com/apps/instant/lookup/index.html?appid=4896d35505644a4e9cdbe6978dc41c0f,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
6982c816402e405680a8e5d85b6c02d5,azhang_citymgm,2025-07-23 14:50:12,2025-08-08 13:20:08,Visitor Trends,Web Experience,Update Frequency: Monthly Data source: Placer.ai,"Economic and Community Development,Developers","This interactive application provides insights into daytime population, commuters, and visitors to the City of Montgomery.",/Categories/Planning and Development,Placer.ai,,en-us,https://experience.arcgis.com/experience/6982c816402e405680a8e5d85b6c02d5,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
8884d6ccb27e413b870156da0da161f7,AmyCBenefield,2021-02-03 19:13:56,2025-08-08 13:19:48,Surplus City-Owned Properties,Dashboard,"Update Frequency: Continuously updated Usage: This tool is valuable for developers, investors, and community members interested in property acquisition and urban revitalization. It supports economic development, real estate investment, and strategic land use planning.","Developers,Economic and Community Development","This interactive application provides information on surplus properties owned by the City of Montgomery that are available for purchase or redevelopment.

",/Categories/Planning and Development,Placer.ai,,en-us,http://gis.montgomeryal.gov/gisviewer/,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
0f58ef5ee5cb469597681bca1c799f2e,azhang_citymgm,2025-07-30 14:10:16,2025-08-08 13:18:56,Rental and Vacant Properties,Web Experience,Update Frequency: Monthly Data source: Tolemi,"Developers,Economic and Community Development",This interactive application shows suspected rental residential properties and vacant properties in the City of Montgomery.,/Categories/Planning and Development,Placer.ai,,en-us,https://experience.arcgis.com/experience/0f58ef5ee5cb469597681bca1c799f2e,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
16387658f2d24ad4bfc21002c628450f,hnam-gis,2025-07-21 18:31:49,2025-08-07 19:26:54,Montgomery Zoo,Web Experience,Update Frequency: Continuously updated,"Section,View,Navigation,Direction,Route,Parks and Recreation,Residents,Visitors",This interactive application maps and describes various exhibits in the Montgomery Zoo.,/Categories/Planning and Development,Placer.ai,,en-us,https://experience.arcgis.com/experience/16387658f2d24ad4bfc21002c628450f,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
1fc59cd352224e80bab3bf8a99da907c,azhang_citymgm,2025-07-08 13:49:08,2025-08-07 16:07:53,911 Calls,Feature Service,Update Frequency: Monthly,"Emergency Communications Department,Residents","This dataset shows the number of 911 calls per month by category, origin, and phone service provider.",/Categories/Public Safety,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/911_Calls_Data/FeatureServer,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
a9557ddbe0034478ab5f46fa1ce566b1,azhang_citymgm,2025-06-11 21:09:14,2025-08-06 20:47:39,Weather Sirens,Feature Service,Update Frequency: Continuously updated,"Residents,Emergency Management Agency",This dataset shows the locations of weather sirens throughout the City of Montgomery.,/Categories/Public Safety,Placer.ai,,en-us,https://services7.arcgis.com/xNUwUjOJqYE54USz/arcgis/rest/services/Weather_Sirens/FeatureServer,public,,City of Montgomery ArcGIS Online,"-86.44332287499998,31.99309301200003,-86.00383457999999,32.45450252100005",
09d20d8ee55e4761a04a6e7f0f0193c7,njacks13,2019-09-05 19:47:14,2025-08-06 19:30:16,Crime Mapping,Web Mapping Application,Update Frequency: Continuously updated,"Residents,Visitors,Developers,Montgomery Police Department",This interactive application provides detailed information about the crime incidents that occurred within each neighborhood in the City of Montgomery.,/Categories/Public Safety,Placer.ai,,en-us,https://www.crimemapping.com/map/agency/483,public,,City of Montgomery ArcGIS Online,"-130.8333,-89,-85.9294,32.5021",
d0c6eccf4b7748f19248a0adec2895fd,hnam-gis,2025-03-20 16:00:11,2025-08-05 18:31:31,Construction Permit Data,Feature Service,"Update Frequency: Weekly Usage: This dataset is valuable for monitoring construction trends, supporting urban planning, and analyzing economic development. It is intended for use by developers, city officials, researchers, and the general public.","Inspections Department,Developers","This dataset contains construction permit records issued within the City of Montgomery. It provides insights into building activity, including the types of construction projects approved and their distribution across the city.

",/Categories/Planning and Development,Placer.ai,,en-us,https://gis.montgomeryal.gov/server/rest/services/HostedDatasets/Construction_Permits/FeatureServer/0,public,,City of Montgomery ArcGIS Online,"-86.4827,32.0466,-86.0225,32.4696",
46a3ffb5bd244363a6f90bc17a37ea7e,njacks13,2025-03-19 18:24:05,2025-08-05 18:20:41,Received 311 Service Requests,Feature Service,Update Frequency: Continuously Updated,"Neighborhood Services Department,Residents",This feature layer dataset displays the 311 service requests that have been received by the City of Montgomery.,/Categories/Planning and Development,Placer.ai,,en-us,https://gis.montgomeryal.gov/server/rest/services/HostedDatasets/Received_311_Service_Request/MapServer/0,public,,City of Montgomery ArcGIS Online,"-86.4435,32.2597,-86.0803,32.438",
b7652ce3ea90453cb90b000ddd24f21c,hnam-gis,2025-03-20 15:55:16,2025-08-05 18:16:32,Business License,Feature Service,"Update Frequency: Weekly updated Usage: This dataset is valuable for business owners, researchers, and community members looking to understand the local business landscape. It supports economic analysis, market research, and business development initiatives.","Finance Department,Developers","This layer provides information on business licenses issued within the City of Montgomery, helping residents and entrepreneurs explore local businesses",/Categories/Planning and Development,Placer.ai,,en-us,https://gis.montgomeryal.gov/server/rest/services/HostedDatasets/Business_License/FeatureServer/0,public,,City of Montgomery ArcGIS Online,"-86.4576,32.2215,-86.0748,32.4634",
b533d87ecb9c42e79614e2c43734aabe,njacks13,2025-03-03 16:39:28,2025-08-05 18:06:52,Paving Project,Feature Service,Update Frequency: Continuously updated,"Public Works,Street Maintenance Department,Residents",This dataset includes paving information for the City of Montgomery.,/Categories/Recreation and Culture,Placer.ai,,en-us,https://gis.montgomeryal.gov/server/rest/services/HostedDatasets/Paving_Project/MapServer/0,public,,City of Montgomery ArcGIS Online,"-86.4356,32.2602,-86.1031,32.5058",
6fea1b94d7c5429092b6453b49c0360e,azhang_citymgm,2025-07-14 15:34:26,2025-08-05 18:02:55,Ditch Cut Timeline,Web Map,Update Frequency: Annually,"Public Works,Street Maintenance Department",A map showing when each ditch in the City of Montgomery was cut in the previous year.,/Categories/Recreation and Culture,Placer.ai,,en-us,http://gis.montgomeryal.gov/gisviewer/,public,,City of Montgomery ArcGIS Online,"-86.52412980404391,32.24060798431584,-86.03043168392738,32.48854965076898",
